OrderNumber,QuantityOrdered,UnitPrice ,OrderLineNumber ,TotalSaleValue,OrderDate,Status,QuarterID,Month,Year,ProductLine,TotalCost,ProductCode,CustomerName,Phone,AddressLine1,AddressLine2,City,State,PostalCode,Country,Territory,ContactLastName,ContactFirstName,DealSize
10307,48,$86.81,6,"$4,166.88",14-10-2004,Shipped,4,10,2004,Vintage Cars,"$3,541.85",S18_3856,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10316,47,$86.81,14,"$4,080.07",01-11-2004,Shipped,4,11,2004,Vintage Cars,"$3,468.06",S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10328,34,$100.00,6,"$3,400.00",12-11-2004,Shipped,4,11,2004,Vintage Cars,"$2,890.00",S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10338,45,$100.00,2,"$4,500.00",22-11-2004,Shipped,4,11,2004,Vintage Cars,"$3,825.00",S18_3856,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10351,20,$100.00,2,"$2,000.00",03-12-2004,Shipped,4,12,2004,Vintage Cars,"$1,700.00",S18_3856,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10373,50,$60.49,6,"$3,024.50",31-01-2005,Shipped,1,1,2005,Vintage Cars,"$2,525.46",S18_3856,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10386,22,$57.55,6,"$1,266.10",01-03-2005,Resolved,1,3,2005,Vintage Cars,"$1,057.19",S18_3856,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,45,$100.00,17,"$4,500.00",30-03-2005,Shipped,1,3,2005,Vintage Cars,"$3,757.50",S18_3856,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10400,58,$100.00,6,"$5,800.00",01-04-2005,Shipped,2,4,2005,Vintage Cars,"$4,843.00",S18_3856,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large
10415,51,$100.00,5,"$5,100.00",09-05-2005,Disputed,2,5,2005,Vintage Cars,"$4,258.50",S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10104,38,$100.00,3,"$3,800.00",31-01-2003,Shipped,1,1,2003,Classic Cars,"$2,850.00",S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10117,22,$100.00,12,"$2,200.00",16-04-2003,Shipped,2,4,2003,Classic Cars,"$1,650.00",S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10127,25,$100.00,5,"$2,500.00",03-06-2003,Shipped,2,6,2003,Classic Cars,"$1,875.00",S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10142,24,$100.00,15,"$2,400.00",08-08-2003,Shipped,3,8,2003,Classic Cars,"$1,800.00",S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10152,35,$100.00,1,"$3,500.00",25-09-2003,Shipped,3,9,2003,Classic Cars,"$2,625.00",S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10165,28,$100.00,6,"$2,800.00",22-10-2003,Shipped,4,10,2003,Classic Cars,"$2,100.00",S18_4027,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10176,36,$100.00,5,"$3,600.00",06-11-2003,Shipped,4,11,2003,Classic Cars,"$2,700.00",S18_4027,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10185,39,$100.00,16,"$3,900.00",14-11-2003,Shipped,4,11,2003,Classic Cars,"$2,925.00",S18_4027,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10196,27,$100.00,8,"$2,700.00",26-11-2003,Shipped,4,11,2003,Classic Cars,"$2,025.00",S18_4027,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10207,40,$100.00,1,"$4,000.00",09-12-2003,Shipped,4,12,2003,Classic Cars,"$3,000.00",S18_4027,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10220,50,$100.00,5,"$5,000.00",12-02-2004,Shipped,1,2,2004,Classic Cars,"$3,750.00",S18_4027,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large
10230,42,$100.00,3,"$4,200.00",15-03-2004,Shipped,1,3,2004,Classic Cars,"$3,150.00",S18_4027,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large
10247,48,$100.00,5,"$4,800.00",05-05-2004,Shipped,2,5,2004,Classic Cars,"$3,600.00",S18_4027,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10272,25,$100.00,5,"$2,500.00",20-07-2004,Shipped,3,7,2004,Classic Cars,"$1,875.00",S18_4027,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10282,31,$100.00,8,"$3,100.00",20-08-2004,Shipped,3,8,2004,Classic Cars,"$2,325.00",S18_4027,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10292,44,$100.00,2,"$4,400.00",08-09-2004,Shipped,3,9,2004,Classic Cars,"$3,300.00",S18_4027,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Large
10306,23,$100.00,16,"$2,300.00",14-10-2004,Shipped,4,10,2004,Classic Cars,"$1,725.00",S18_4027,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10314,29,$100.00,8,"$2,900.00",22-10-2004,Shipped,4,10,2004,Classic Cars,"$2,175.00",S18_4027,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10324,49,$100.00,13,"$4,900.00",05-11-2004,Shipped,4,11,2004,Classic Cars,"$3,675.00",S18_4027,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium
10337,36,$100.00,3,"$3,600.00",21-11-2004,Shipped,4,11,2004,Classic Cars,"$2,700.00",S18_4027,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10349,34,$100.00,5,"$3,400.00",01-12-2004,Shipped,4,12,2004,Classic Cars,"$2,550.00",S18_4027,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358,25,$100.00,13,"$2,500.00",10-12-2004,Shipped,4,12,2004,Classic Cars,"$1,875.00",S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372,48,$100.00,6,"$4,800.00",26-01-2005,Shipped,1,1,2005,Classic Cars,"$3,480.00",S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large
10383,38,$100.00,1,"$3,800.00",22-02-2005,Shipped,1,2,2005,Classic Cars,"$2,755.00",S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10394,37,$100.00,1,"$3,700.00",15-03-2005,Shipped,1,3,2005,Classic Cars,"$2,682.50",S18_4027,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10413,49,$100.00,5,"$4,900.00",05-05-2005,Shipped,2,5,2005,Classic Cars,"$3,552.50",S18_4027,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10100,22,$86.51,4,"$1,903.22",06-01-2003,Shipped,1,1,2003,Vintage Cars,"$1,617.74",S18_4409,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10110,28,$89.27,8,"$2,499.56",18-03-2003,Shipped,1,3,2003,Vintage Cars,"$2,124.63",S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,36,$85.59,7,"$3,081.24",21-05-2003,Shipped,2,5,2003,Vintage Cars,"$2,619.05",S18_4409,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10148,34,$100.00,1,"$3,400.00",11-09-2003,Shipped,3,9,2003,Vintage Cars,"$2,890.00",S18_4409,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10162,39,$100.00,10,"$3,900.00",18-10-2003,Shipped,4,10,2003,Vintage Cars,"$3,315.00",S18_4409,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,21,$75.46,14,"$1,584.66",05-11-2003,Shipped,4,11,2003,Vintage Cars,"$1,346.96",S18_4409,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,36,$100.00,11,"$3,600.00",12-11-2003,Shipped,4,11,2003,Vintage Cars,"$3,060.00",S18_4409,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10193,24,$97.55,15,"$2,341.20",21-11-2003,Shipped,4,11,2003,Vintage Cars,"$1,990.02",S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10204,29,$85.59,5,"$2,482.11",02-12-2003,Shipped,4,12,2003,Vintage Cars,"$2,109.79",S18_4409,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Small
10213,38,$94.79,1,"$3,602.02",22-01-2004,Shipped,1,1,2004,Vintage Cars,"$3,061.72",S18_4409,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10227,34,$100.00,11,"$3,400.00",02-03-2004,Shipped,1,3,2004,Vintage Cars,"$2,890.00",S18_4409,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10241,42,$90.19,3,"$3,787.98",13-04-2004,Shipped,2,4,2004,Vintage Cars,"$3,219.78",S18_4409,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10280,35,$100.00,17,"$3,500.00",17-08-2004,Shipped,3,8,2004,Vintage Cars,"$2,975.00",S18_4409,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,35,$80.99,6,"$2,834.65",01-09-2004,Shipped,3,9,2004,Vintage Cars,"$2,409.45",S18_4409,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10302,38,$89.27,2,"$3,392.26",06-10-2003,Shipped,4,10,2003,Vintage Cars,"$2,883.42",S18_4409,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10311,41,$81.91,1,"$3,358.31",16-10-2004,Shipped,4,10,2004,Vintage Cars,"$2,854.56",S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10332,50,$100.00,2,"$5,000.00",17-11-2004,Shipped,4,11,2004,Vintage Cars,"$4,250.00",S18_4409,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Large
10344,21,$100.00,4,"$2,100.00",25-11-2004,Shipped,4,11,2004,Vintage Cars,"$1,785.00",S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10367,43,$62.72,8,"$2,696.96",12-01-2005,Resolved,1,1,2005,Vintage Cars,"$2,251.96",S18_4409,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10380,32,$100.00,1,"$3,200.00",16-02-2005,Shipped,1,2,2005,Vintage Cars,"$2,672.00",S18_4409,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10407,6,$90.19,3,$541.14,22-04-2005,On Hold,2,4,2005,Vintage Cars,$451.85,S18_4409,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10420,66,$92.95,6,"$6,134.70",29-05-2005,In Process,2,5,2005,Vintage Cars,"$5,122.47",S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10105,41,$82.50,10,"$3,382.50",11-02-2003,Shipped,1,2,2003,Vintage Cars,"$2,875.13",S18_4522,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10117,23,$97.42,4,"$2,240.66",16-04-2003,Shipped,2,4,2003,Vintage Cars,"$1,904.56",S18_4522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10128,43,$92.16,1,"$3,962.88",06-06-2003,Shipped,2,6,2003,Vintage Cars,"$3,368.45",S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10142,24,$70.22,7,"$1,685.28",08-08-2003,Shipped,3,8,2003,Vintage Cars,"$1,432.49",S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10153,22,$83.38,6,"$1,834.36",28-09-2003,Shipped,3,9,2003,Vintage Cars,"$1,559.21",S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10166,26,$73.73,1,"$1,916.98",21-10-2003,Shipped,4,10,2003,Vintage Cars,"$1,629.43",S18_4522,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10177,35,$74.60,8,"$2,611.00",07-11-2003,Shipped,4,11,2003,Vintage Cars,"$2,219.35",S18_4522,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small
10185,47,$77.24,8,"$3,630.28",14-11-2003,Shipped,4,11,2003,Vintage Cars,"$3,085.74",S18_4522,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
10197,50,$100.00,14,"$5,000.00",26-11-2003,Shipped,4,11,2003,Vintage Cars,"$4,250.00",S18_4522,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium
10208,45,$87.77,8,"$3,949.65",02-01-2004,Shipped,1,1,2004,Vintage Cars,"$3,357.20",S18_4522,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10221,39,$89.53,2,"$3,491.67",18-02-2004,Shipped,1,2,2004,Vintage Cars,"$2,967.92",S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
10232,23,$89.53,5,"$2,059.19",20-03-2004,Shipped,1,3,2004,Vintage Cars,"$1,750.31",S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small
10248,42,$75.48,11,"$3,170.16",07-05-2004,Canceled,2,5,2004,Vintage Cars,"$2,694.64",S18_4522,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10261,20,$89.53,9,"$1,790.60",17-06-2004,Shipped,2,6,2004,Vintage Cars,"$1,522.01",S18_4522,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Small
10273,33,$71.09,12,"$2,345.97",21-07-2004,Shipped,3,7,2004,Vintage Cars,"$1,994.07",S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,34,$100.00,14,"$3,400.00",20-08-2004,Shipped,3,8,2004,Vintage Cars,"$2,890.00",S18_4522,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10293,49,$100.00,3,"$4,900.00",09-09-2004,Shipped,3,9,2004,Vintage Cars,"$4,165.00",S18_4522,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10306,39,$90.40,8,"$3,525.60",14-10-2004,Shipped,4,10,2004,Vintage Cars,"$2,996.76",S18_4522,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10315,36,$100.00,7,"$3,600.00",29-10-2004,Shipped,4,10,2004,Vintage Cars,"$3,060.00",S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10326,50,$86.01,5,"$4,300.50",09-11-2004,Shipped,4,11,2004,Vintage Cars,"$3,655.43",S18_4522,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10337,29,$100.00,2,"$2,900.00",21-11-2004,Shipped,4,11,2004,Vintage Cars,"$2,465.00",S18_4522,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10350,30,$100.00,3,"$3,000.00",02-12-2004,Shipped,4,12,2004,Vintage Cars,"$2,550.00",S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10372,41,$86.89,7,"$3,562.49",26-01-2005,Shipped,1,1,2005,Vintage Cars,"$2,974.68",S18_4522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10383,28,$58.58,7,"$1,640.24",22-02-2005,Shipped,1,2,2005,Vintage Cars,"$1,369.60",S18_4522,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10396,45,$100.00,5,"$4,500.00",23-03-2005,Shipped,1,3,2005,Vintage Cars,"$3,757.50",S18_4522,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10414,16,$75.48,11,"$1,207.68",06-05-2005,On Hold,2,5,2005,Vintage Cars,"$1,008.41",S18_4522,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10103,36,$100.00,5,"$3,600.00",29-01-2003,Shipped,1,1,2003,Trucks and Buses,"$2,880.00",S18_4600,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,41,$100.00,9,"$4,100.00",01-04-2003,Shipped,2,4,2003,Trucks and Buses,"$3,280.00",S18_4600,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126,50,$100.00,5,"$5,000.00",28-05-2003,Shipped,2,5,2003,Trucks and Buses,"$4,000.00",S18_4600,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Martin,Large
10140,40,$100.00,5,"$4,000.00",24-07-2003,Shipped,3,7,2003,Trucks and Buses,"$3,200.00",S18_4600,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150,49,$100.00,2,"$4,900.00",19-09-2003,Shipped,3,9,2003,Trucks and Buses,"$3,920.00",S18_4600,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164,45,$100.00,3,"$4,500.00",21-10-2003,Resolved,4,10,2003,Trucks and Buses,"$3,600.00",S18_4600,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10175,47,$100.00,10,"$4,700.00",06-11-2003,Shipped,4,11,2003,Trucks and Buses,"$3,760.00",S18_4600,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10183,21,$100.00,2,"$2,100.00",13-11-2003,Shipped,4,11,2003,Trucks and Buses,"$1,680.00",S18_4600,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10194,32,$100.00,5,"$3,200.00",25-11-2003,Shipped,4,11,2003,Trucks and Buses,"$2,560.00",S18_4600,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,47,$100.00,16,"$4,700.00",09-12-2003,Shipped,4,12,2003,Trucks and Buses,"$3,760.00",S18_4600,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10217,38,$100.00,5,"$3,800.00",04-02-2004,Shipped,1,2,2004,Trucks and Buses,"$3,040.00",S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10229,41,$100.00,10,"$4,100.00",11-03-2004,Shipped,1,3,2004,Trucks and Buses,"$3,280.00",S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10245,21,$100.00,3,"$2,100.00",04-05-2004,Shipped,2,5,2004,Trucks and Buses,"$1,680.00",S18_4600,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small
10259,41,$100.00,13,"$4,100.00",15-06-2004,Shipped,2,6,2004,Trucks and Buses,"$3,280.00",S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10270,38,$100.00,3,"$3,800.00",19-07-2004,Shipped,3,7,2004,Trucks and Buses,"$3,040.00",S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10281,25,$99.29,10,"$2,482.25",19-08-2004,Shipped,3,8,2004,Trucks and Buses,"$1,985.80",S18_4600,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291,48,$100.00,5,"$4,800.00",08-09-2004,Shipped,3,9,2004,Trucks and Buses,"$3,840.00",S18_4600,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305,22,$99.29,14,"$2,184.38",13-10-2004,Shipped,4,10,2004,Trucks and Buses,"$1,747.50",S18_4600,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313,28,$100.00,8,"$2,800.00",22-10-2004,Shipped,4,10,2004,Trucks and Buses,"$2,240.00",S18_4600,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10323,47,$100.00,1,"$4,700.00",05-11-2004,Shipped,4,11,2004,Trucks and Buses,"$3,760.00",S18_4600,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10334,49,$100.00,4,"$4,900.00",19-11-2004,On Hold,4,11,2004,Trucks and Buses,"$3,920.00",S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10347,45,$100.00,4,"$4,500.00",29-11-2004,Shipped,4,11,2004,Trucks and Buses,"$3,600.00",S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,28,$100.00,2,"$2,800.00",10-12-2004,Shipped,4,12,2004,Trucks and Buses,"$2,240.00",S18_4600,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10370,29,$57.53,6,"$1,668.37",20-01-2005,Shipped,1,1,2005,Trucks and Buses,"$1,301.33",S18_4600,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
